,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
2143,2,299.3,308.8,1442,49.0,165,0
2144,1,299.4,308.9,1451,40.5,168,0
2145,1,299.3,308.8,1550,45.8,170,0
2146,1,299.3,308.8,1647,32.9,172,0
2147,1,299.4,308.9,1550,33.7,174,0
2148,1,299.4,308.9,1583,34.1,176,0
2149,1,299.4,309.0,1613,32.2,178,0
2150,0,299.3,308.8,1636,35.5,180,0
2151,2,299.3,308.7,1289,51.5,185,0
2152,2,299.3,308.8,1648,28.4,188,0
2153,0,299.3,308.8,1397,45.4,191,0
2154,2,299.3,308.9,1767,24.8,196,0
2155,1,299.3,308.8,1341,47.7,199,0
2156,2,299.4,308.9,1457,41.5,201,0
2157,2,299.4,309.0,1939,19.8,204,0
2158,2,299.5,309.0,1399,49.7,207,0
2159,2,299.5,309.0,1602,31.3,210,0
2160,1,299.4,309.0,1507,41.0,213,0
2161,1,299.4,309.1,1464,40.5,215,0
2162,1,299.5,309.1,1336,42.1,217,0
2163,1,299.6,309.2,1422,39.8,219,0
2164,1,299.6,309.2,1540,36.7,221,0
2165,1,299.5,309.1,1476,47.8,223,0
2166,2,299.6,309.2,1867,23.4,225,4
2167,0,299.6,309.1,1588,41.3,0,0
2168,2,299.5,309.1,1420,49.5,5,0
2169,1,299.5,309.1,1415,49.2,8,0
2170,2,299.4,309.1,1500,43.3,10,0
2171,1,299.5,309.1,1502,44.6,13,0
2172,1,299.5,309.2,1816,23.0,15,0
2173,2,299.5,309.2,1495,41.6,17,0
2174,1,299.6,309.2,1572,33.4,20,0
2175,2,299.5,309.2,1590,35.9,22,0
2176,2,299.6,309.3,1387,48.3,25,0
2177,2,299.6,309.2,1393,47.7,28,0
2178,1,299.6,309.2,1602,37.3,31,0
2179,1,299.6,309.2,1601,33.3,33,0
2180,0,299.6,309.2,1597,36.3,35,0
2181,0,299.5,309.1,1548,44.3,40,0
2182,2,299.5,309.2,1314,61.8,45,0
2183,2,299.6,309.3,1577,39.8,48,0
2184,1,299.8,309.4,1475,43.4,51,0
2185,1,299.8,309.4,1630,32.4,53,0
2186,1,299.7,309.4,1445,42.9,55,0
2187,2,299.8,309.4,1439,47.4,57,0
2188,1,299.7,309.3,1420,44.1,60,0
2189,0,299.7,309.2,1554,41.6,62,0
2190,2,299.6,309.1,1471,44.3,67,0
2191,1,299.6,309.0,1648,33.6,70,0
2192,1,299.6,309.0,1472,48.8,72,0
2193,2,299.5,308.9,1448,42.9,74,0
2194,2,299.6,308.9,1568,35.3,77,0
2195,1,299.6,308.9,1613,30.8,80,0
2196,2,299.7,308.9,1551,35.4,82,0
2197,1,299.7,309.0,1412,49.2,85,0
2198,2,299.7,308.9,1478,41.0,87,0
2199,2,299.8,309.1,1268,58.0,90,0
2200,1,299.8,309.1,1546,35.6,93,0
2201,1,299.8,309.0,1567,36.1,95,0
2202,2,299.9,309.2,1548,35.7,97,0
2203,1,299.8,309.0,1614,30.8,100,0
2204,2,299.7,309.1,1352,46.1,102,0
2205,1,299.9,309.2,1624,34.6,105,0
2206,1,299.9,309.2,1436,52.0,107,0
2207,1,299.8,309.2,1591,37.5,109,0
2208,0,299.8,309.2,1435,42.6,111,0
2209,1,299.8,309.3,1386,49.4,116,0
2210,1,299.7,309.2,1401,54.1,118,0
2211,2,299.6,309.0,1245,64.0,120,0
2212,1,299.7,309.1,1475,40.0,123,0
2213,1,299.7,309.1,1473,39.4,125,0
2214,0,299.7,309.2,1355,44.8,127,0
2215,0,299.7,309.2,1468,49.6,132,0
2216,1,299.7,309.2,1645,30.8,137,0
2217,1,299.7,309.1,1347,55.3,139,0
2218,1,299.7,309.1,1713,33.5,141,0
2219,2,299.6,309.1,1435,48.4,143,0
2220,2,299.6,309.0,1736,26.1,146,0
2221,1,299.6,309.0,1372,60.4,149,0
2222,1,299.7,309.0,1605,33.0,151,0
2223,1,299.6,309.0,1413,48.5,153,0
2224,2,299.7,309.0,1645,31.9,155,0
2225,2,299.7,309.0,1465,49.0,158,0
2226,2,299.6,308.9,1685,27.8,161,0
2227,1,299.5,308.8,1965,20.4,164,0
2228,0,299.4,308.6,1542,41.8,166,0
2229,1,299.4,308.7,1681,30.8,171,0
2230,1,299.5,308.7,1446,45.7,173,0
2231,1,299.4,308.6,1415,56.4,175,0
2232,1,299.5,308.6,1672,30.5,177,0
2233,1,299.5,308.7,2549,13.0,179,2
2234,1,299.4,308.6,1492,40.5,181,0
2235,2,299.4,308.6,1455,42.7,183,0
2236,2,299.3,308.5,1422,43.1,186,0
2237,1,299.3,308.6,1403,50.6,189,0
2238,1,299.3,308.6,1474,49.6,191,0
2239,1,299.2,308.6,1381,50.0,193,0
2240,1,299.2,308.5,1457,44.7,195,0
2241,1,299.2,308.4,1711,28.9,197,0
2242,1,299.2,308.4,1667,29.0,199,0
2243,1,299.2,308.4,1465,35.0,201,0
2244,2,299.3,308.4,1542,37.5,203,4
2245,2,299.3,308.4,1438,42.3,0,0
2246,1,299.3,308.4,1406,47.4,3,0
2247,2,299.2,308.4,1396,48.5,5,0
2248,2,299.3,308.5,1304,60.6,8,0
2249,1,299.2,308.5,1442,46.5,11,0
2250,2,299.2,308.4,1396,48.7,13,0
2251,0,299.1,308.3,1424,43.4,16,0
2252,0,299.1,308.3,1451,42.8,21,0
2253,1,299.2,308.4,1386,54.1,26,0
2254,1,299.1,308.3,1325,46.9,28,0
2255,1,299.1,308.3,1559,33.7,30,0
2256,1,299.1,308.3,1489,38.1,32,0
2257,1,299.1,308.3,1892,25.2,34,0
2258,1,299.1,308.2,1319,60.3,36,0
2259,1,299.1,308.3,1431,52.3,38,0
2260,0,299.1,308.3,1521,36.5,40,0
2261,2,299.1,308.2,1435,45.2,45,0
2262,1,299.1,308.3,1533,42.4,48,0
2263,2,299.2,308.4,1529,43.0,50,0
2264,2,299.2,308.4,1415,43.5,53,0
2265,2,299.2,308.4,1330,51.2,56,0
2266,1,299.2,308.5,1381,60.6,59,0
2267,1,299.2,308.5,1370,52.4,61,0
2268,1,299.2,308.5,1438,46.6,63,0
2269,1,299.3,308.6,1314,48.2,65,0
2270,1,299.3,308.6,1437,48.1,67,0
2271,1,299.2,308.5,1821,26.1,69,0
2272,2,299.3,308.6,1448,52.1,71,0
2273,1,299.3,308.5,1589,32.7,74,0
2274,1,299.3,308.6,1520,33.7,76,0
2275,1,299.3,308.6,1605,37.0,78,0
2276,1,299.3,308.7,1393,54.2,80,0
2277,0,299.3,308.7,1408,44.4,82,0
2278,2,299.3,308.7,1459,35.6,87,0
2279,1,299.4,308.7,1525,39.0,90,0
2280,1,299.4,308.8,1390,57.0,92,0
2281,1,299.3,308.7,1536,38.9,94,0
2282,1,299.4,308.7,1459,47.6,96,0
2283,1,299.2,308.5,1387,51.1,98,0
2284,1,299.2,308.5,1378,53.4,100,0
2285,1,299.4,308.7,1381,56.7,102,0
2286,2,299.4,308.7,1289,60.5,104,0
2287,1,299.4,308.6,1746,26.8,107,0
2288,2,299.4,308.6,1541,39.1,109,0
2289,1,299.4,308.7,1504,37.8,112,0
2290,2,299.5,308.7,1321,51.9,114,0
2291,2,299.5,308.8,1886,20.9,117,0
2292,1,299.6,308.9,1422,53.2,120,0
2293,1,299.5,308.9,1520,38.3,122,0
2294,1,299.4,308.8,1627,32.6,124,0
2295,1,299.4,308.7,1512,37.2,126,0
2296,1,299.4,308.7,1553,42.7,128,0
2297,1,299.3,308.7,1802,26.0,130,0
2298,1,299.3,308.6,1482,37.6,132,0
2299,1,299.4,308.7,1446,62.9,134,2
2300,1,299.3,308.6,1371,50.5,136,0
2301,2,299.2,308.6,1586,35.7,138,0
2302,1,299.2,308.5,1515,39.8,141,0
2303,1,299.2,308.5,1374,53.6,143,0
2304,1,299.1,308.5,1455,39.8,145,0
2305,0,299.2,308.5,1342,47.5,147,0
2306,1,299.1,308.6,1260,57.8,152,0
2307,0,299.0,308.5,1623,33.5,154,0
2308,1,299.1,308.5,1371,55.5,159,0
2309,1,299.1,308.6,1611,31.4,161,0
2310,2,299.0,308.4,1535,47.5,163,0
2311,2,299.1,308.6,1491,38.5,166,0
2312,2,299.1,308.6,1441,36.2,169,0
2313,2,299.1,308.8,1725,26.6,172,0
2314,1,299.2,308.9,1368,47.2,175,0
2315,1,299.2,308.9,1526,37.9,177,0
2316,1,299.2,308.8,1542,39.2,179,0
2317,1,299.2,308.8,1605,31.1,181,0
2318,1,299.2,308.8,1405,51.4,183,0
2319,2,299.2,308.8,1700,33.5,185,0
2320,0,299.2,308.8,1440,39.1,188,0
2321,2,299.2,308.8,1314,52.5,193,0
2322,1,299.2,308.7,1514,41.9,196,0
2323,2,299.2,308.7,1401,47.0,198,0
2324,1,299.3,308.8,1636,29.9,201,0
2325,1,299.3,308.8,1603,33.9,203,0
2326,2,299.4,308.7,1487,52.6,205,0
2327,2,299.3,308.7,1420,50.3,208,0
2328,1,299.3,308.7,1579,36.3,211,0
2329,1,299.3,308.7,1484,40.5,213,0
2330,2,299.3,308.7,1390,49.3,215,0
2331,1,299.3,308.6,1384,53.6,218,3
2332,1,299.2,308.5,1378,50.4,220,3
2333,1,299.2,308.5,1445,45.2,222,0
2334,1,299.2,308.4,1445,43.5,224,0
2335,1,299.2,308.4,1509,39.4,0,0
2336,1,299.2,308.4,1434,46.8,2,0
2337,1,299.2,308.4,1877,23.9,4,0
2338,1,299.3,308.3,1651,28.0,6,0
2339,1,299.2,308.2,1466,41.3,8,0
2340,1,299.1,308.1,1479,40.7,10,0
2341,1,299.1,308.2,1409,46.4,12,0
2342,2,299.2,308.2,1674,28.2,14,0
2343,1,299.1,308.3,1305,61.4,17,0
2344,2,299.2,308.3,1755,26.4,19,0
2345,1,299.2,308.4,1475,38.7,22,0
2346,1,299.2,308.4,1402,47.7,24,0
2347,1,299.2,308.3,1410,43.0,26,0
2348,1,299.2,308.4,1436,41.8,28,0
2349,2,299.3,308.5,1386,42.2,30,0
2350,1,299.3,308.6,1744,26.4,33,0
2351,1,299.2,308.4,1393,48.4,35,0
2352,2,299.3,308.5,1422,45.4,37,0
2353,1,299.2,308.4,1841,22.8,40,0
2354,1,299.3,308.6,1433,37.7,42,0
2355,2,299.3,308.5,1305,60.6,44,0
2356,0,299.3,308.6,1498,39.5,47,0
2357,1,299.3,308.5,1772,26.1,52,0
2358,2,299.2,308.4,1381,42.5,54,0
2359,1,299.3,308.5,1413,38.5,57,0
2360,0,299.2,308.4,1388,53.2,59,0
2361,2,299.2,308.6,1631,35.4,64,0
2362,0,299.3,308.6,1520,41.4,67,0
2363,1,299.3,308.5,1510,45.4,72,0
2364,1,299.2,308.5,1366,49.7,74,0
2365,1,299.4,308.5,1845,22.9,76,0
2366,1,299.3,308.5,1485,44.7,78,0
2367,2,299.3,308.5,1496,39.4,80,0
2368,2,299.3,308.4,1468,42.2,83,0
2369,2,299.2,308.4,1856,22.7,86,0
2370,1,299.2,308.4,1620,34.1,89,0
2371,1,299.3,308.5,1409,44.8,91,0
2372,2,299.3,308.5,1404,49.4,93,0
2373,1,299.2,308.4,1350,51.3,96,0
2374,2,299.2,308.4,1538,38.0,98,0
2375,2,299.2,308.4,1476,32.7,101,0
2376,2,299.2,308.3,1364,51.8,104,0
2377,2,299.2,308.3,1582,45.5,107,0
2378,1,299.1,308.2,1348,56.1,110,0
2379,0,299.1,308.2,1450,46.1,112,0
2380,1,299.0,308.1,1242,60.9,117,0
2381,1,299.1,308.2,1493,34.9,119,0
2382,1,299.1,308.3,1601,31.4,121,0
2383,1,299.1,308.2,1568,33.3,123,0
2384,2,299.1,308.3,1506,38.0,125,0
2385,1,299.1,308.3,1524,34.1,128,0
2386,1,299.1,308.4,1543,37.9,130,0
2387,2,299.2,308.5,1474,47.2,132,0
2388,2,299.2,308.5,1526,37.3,135,0
2389,1,299.2,308.5,1867,27.0,138,0
2390,1,299.2,308.5,1487,41.2,140,0
2391,1,299.2,308.4,1580,32.6,142,0
2392,1,299.2,308.5,1340,50.0,144,0
2393,1,299.2,308.5,1544,41.6,146,0
2394,1,299.2,308.5,1488,40.3,148,0
2395,2,299.2,308.5,1742,28.9,150,0
2396,2,299.1,308.5,1592,34.2,153,0
2397,1,299.2,308.6,1582,38.8,156,0
2398,1,299.2,308.5,1490,43.2,158,0
2399,2,299.2,308.5,1594,35.8,160,0
2400,0,299.2,308.6,1462,55.0,163,0
2401,2,299.2,308.6,1367,47.6,168,0
2402,1,299.2,308.7,1325,51.0,171,0
2403,0,299.2,308.7,1448,51.4,173,0
2404,2,299.1,308.7,2008,20.3,178,0
2405,1,299.1,308.7,1498,38.9,181,0
2406,1,299.1,308.6,1437,41.6,183,0
2407,2,299.1,308.6,1499,45.1,185,0
2408,1,299.0,308.4,1356,52.6,188,0
2409,1,299.1,308.5,1539,46.8,190,0
2410,1,299.1,308.5,1689,32.1,192,0
2411,1,299.0,308.5,1559,38.1,194,0
2412,1,299.1,308.6,1408,46.7,196,0
2413,1,299.0,308.5,1886,23.0,198,0
2414,1,299.1,308.5,1415,43.4,0,0
2415,2,299.1,308.5,1587,35.6,2,0
2416,1,299.0,308.4,1571,38.6,5,0
2417,1,298.9,308.3,1576,36.6,7,0
2418,1,298.9,308.3,1660,34.4,9,0
2419,2,298.9,308.2,1328,49.2,11,0
2420,0,298.8,308.2,1450,44.7,14,0
2421,1,298.9,308.2,2384,15.0,19,0
2422,1,298.8,308.2,1443,53.4,21,0
2423,2,298.9,308.2,2022,20.0,23,0
2424,1,298.9,308.2,1828,23.8,26,0
2425,1,298.8,308.1,1472,53.5,28,0
2426,2,298.9,308.2,1372,63.6,30,2
2427,1,298.9,308.3,1855,23.8,33,0
2428,2,299.0,308.3,1377,47.2,35,0
2429,1,298.9,308.3,1432,48.9,38,0
2430,2,298.9,308.2,1335,47.8,40,0
2431,2,298.9,308.2,1411,51.3,43,0
2432,1,298.9,308.2,1510,43.5,46,0
2433,1,299.0,308.3,1441,44.0,48,0
2434,2,299.0,308.2,1358,42.7,50,0
2435,1,298.9,308.2,1686,30.4,53,0
2436,0,299.0,308.2,1662,30.4,55,0
2437,1,299.1,308.3,1426,40.1,60,0
2438,2,299.1,308.4,1330,53.6,62,0
2439,1,299.1,308.4,1693,31.6,65,0
2440,1,299.1,308.4,1426,47.9,67,0
2441,1,299.1,308.5,1676,31.0,69,0
2442,2,299.1,308.4,1332,51.7,71,0
2443,1,299.1,308.5,1647,35.0,74,0
2444,1,299.2,308.6,1267,68.2,76,2
2445,0,299.2,308.7,1375,55.1,78,0
2446,1,299.3,308.6,1422,48.9,83,0
2447,1,299.3,308.7,1408,48.7,85,0
2448,1,299.4,308.9,1440,42.5,87,0
2449,1,299.3,308.8,1772,25.2,89,0
2450,1,299.2,308.7,1492,37.8,91,0
2451,1,299.2,308.7,1650,30.5,93,0
2452,2,299.1,308.6,2329,14.6,95,0
2453,1,299.0,308.6,1648,30.8,98,0
2454,1,299.0,308.6,1653,31.7,100,0
2455,1,299.0,308.6,1946,22.3,102,0
2456,1,299.1,308.6,1555,36.6,104,0
2457,1,299.0,308.6,1661,32.2,106,0
2458,1,299.0,308.6,1434,45.9,108,0
2459,1,299.0,308.6,1297,54.2,110,0
2460,1,299.0,308.6,1466,46.4,112,0
2461,2,298.9,308.6,1517,39.8,114,0
2462,1,298.9,308.5,1742,34.5,117,0
2463,1,298.9,308.5,1580,39.1,119,0
2464,2,298.9,308.5,1534,42.9,121,0
2465,1,298.9,308.6,1481,40.7,124,0
2466,1,299.0,308.6,1429,37.7,126,0
2467,2,298.9,308.6,1574,33.5,128,0
2468,2,298.9,308.6,1524,40.4,131,0
2469,1,299.0,308.7,1507,37.5,134,0
2470,1,298.9,308.5,1467,44.7,136,0
2471,1,298.9,308.4,1301,51.1,138,0
2472,1,298.9,308.5,1429,55.1,140,0
2473,2,298.9,308.5,1555,37.6,142,0
2474,1,298.9,308.5,1503,40.6,145,0
2475,1,298.9,308.5,1459,43.1,147,0
2476,0,298.9,308.4,1449,42.4,149,0
2477,1,298.9,308.5,1387,57.3,154,0
2478,2,298.9,308.5,1456,50.0,156,0
2479,1,299.0,308.5,1604,34.7,159,0
2480,1,299.0,308.6,1734,32.4,161,0
2481,1,299.0,308.6,1378,47.8,163,0
2482,1,298.9,308.7,1504,41.8,165,0
2483,2,298.9,308.7,1402,49.8,167,0
2484,0,298.8,308.6,1524,37.7,170,0
2485,1,298.8,308.6,1593,35.5,175,0
2486,2,298.9,308.7,1772,28.4,177,0
2487,0,298.9,308.6,1623,31.0,180,0
2488,1,298.9,308.7,1356,50.7,185,0
2489,0,298.9,308.7,1500,41.6,187,0
2490,0,299.1,308.8,1566,46.6,192,0
2491,1,299.1,308.9,1445,43.4,197,0
2492,0,299.0,308.8,1382,58.5,199,0
2493,2,299.0,308.8,1418,45.7,204,0
2494,1,299.1,308.8,1329,53.6,207,3
2495,2,299.1,308.8,1491,41.0,209,0
2496,2,299.2,308.9,1573,37.4,212,0
2497,2,299.2,308.9,1521,42.3,215,0
2498,1,299.1,308.9,1467,47.2,218,0
2499,2,299.1,308.9,1325,48.4,220,0
2500,1,299.1,308.9,1617,32.3,223,0
2501,2,299.1,308.9,1476,42.7,225,0
2502,1,299.2,309.0,1515,48.9,228,3
2503,1,299.2,309.0,1408,47.2,0,0
2504,1,299.2,309.1,1468,45.6,2,0
2505,1,299.2,309.1,1387,48.7,4,0
2506,2,299.2,309.1,1503,34.7,6,0
2507,0,299.2,309.1,1410,47.1,9,0
2508,1,299.0,308.9,1615,30.6,14,0
2509,1,299.0,308.9,1511,35.9,16,0
2510,1,299.1,309.0,1405,53.8,18,0
2511,2,299.0,308.9,1526,41.1,20,0
2512,1,298.9,308.8,1530,38.3,23,0
2513,1,299.0,308.7,1583,32.5,25,0
2514,1,298.9,308.6,2069,18.7,27,0
2515,1,298.8,308.5,1490,35.0,29,0
2516,1,298.8,308.5,1736,29.0,31,0
2517,1,298.8,308.5,1395,44.4,33,0
2518,2,298.9,308.6,1425,49.6,35,0
2519,1,298.8,308.6,1631,32.4,38,0
2520,1,298.8,308.6,1535,41.2,40,0
2521,1,298.8,308.6,1584,34.4,42,0
2522,2,298.8,308.7,1543,38.2,44,0
2523,1,298.8,308.7,1635,35.2,47,0
2524,2,298.8,308.7,1446,45.5,49,0
2525,2,298.8,308.6,1598,35.1,52,0
2526,1,298.8,308.6,1501,35.0,55,0
2527,1,298.8,308.5,1450,50.8,57,0
2528,1,298.8,308.6,1730,25.9,59,0
2529,2,298.8,308.6,1571,33.7,61,0
2530,1,298.9,308.7,1438,51.7,64,0
2531,2,298.8,308.5,1510,38.7,66,0
2532,1,298.9,308.7,1389,44.9,69,0
2533,1,298.8,308.7,1490,33.6,71,0
2534,1,298.9,308.7,1729,26.6,73,0
2535,1,299.0,308.8,1495,38.4,75,0
2536,1,298.9,308.8,1281,53.9,77,0
2537,0,298.9,308.7,1353,48.1,79,0
2538,1,299.1,308.8,1429,50.1,84,0
2539,1,299.1,308.8,1413,42.1,86,0
2540,1,299.1,308.8,1502,38.3,88,0
2541,0,299.1,308.8,1553,32.6,90,0
2542,0,299.2,308.9,1712,26.4,95,0
2543,1,299.3,309.0,1786,23.5,100,0
2544,1,299.2,309.0,1951,21.4,102,0
2545,2,299.2,309.0,1541,36.3,104,0
2546,1,299.2,309.1,1605,34.3,107,0
2547,1,299.2,309.1,1578,38.1,109,0
2548,2,299.3,309.2,1440,37.5,111,0
2549,1,299.4,309.2,1489,42.3,114,0
2550,1,299.4,309.3,1366,48.4,116,0
2551,1,299.3,309.2,1541,37.2,118,0
2552,0,299.3,309.1,1552,40.7,120,0
2553,1,299.3,309.1,1473,40.3,125,0
2554,1,299.3,309.1,1531,37.9,127,0
2555,1,299.3,309.2,1511,37.2,129,0
2556,2,299.3,309.1,1449,47.9,131,0
2557,2,299.4,309.1,1440,50.0,134,0
2558,2,299.2,309.0,1881,23.9,137,0
2559,1,299.3,309.0,1447,50.4,140,5
2560,2,299.4,309.1,1326,62.0,142,0
2561,1,299.4,309.2,1607,31.7,145,0
2562,1,299.3,309.1,1551,39.1,147,0
2563,1,299.3,309.1,1496,37.2,149,0
2564,1,299.3,309.1,1493,38.0,151,0
2565,1,299.4,309.1,1304,50.5,153,0
2566,2,299.3,309.0,1420,41.6,155,0
2567,1,299.4,309.1,1766,24.6,158,0
2568,1,299.6,309.2,1450,43.1,160,0
2569,0,299.5,309.2,1872,22.6,162,0
2570,1,299.6,309.2,1713,26.5,167,0
2571,2,299.5,309.2,1497,40.9,169,0
2572,2,299.4,309.1,1352,44.7,172,0
2573,1,299.5,309.2,1499,41.5,175,0
2574,1,299.5,309.3,1972,19.3,177,0
2575,1,299.5,309.3,1422,49.2,179,0
2576,1,299.5,309.3,1523,41.5,181,0
2577,1,299.5,309.4,1563,41.5,183,0
2578,1,299.4,309.3,1391,46.6,185,0
2579,1,299.3,309.1,1795,24.7,187,0
2580,1,299.3,309.1,1293,53.7,189,0
2581,1,299.2,309.1,1345,60.7,191,3
2582,1,299.2,309.0,1615,33.7,193,0
2583,1,299.2,308.9,1342,50.8,195,0
2584,1,299.1,308.8,1502,46.7,197,0
2585,2,299.0,308.7,1620,35.4,199,0
2586,1,299.0,308.7,1537,42.8,202,0
2587,1,299.0,308.7,2248,16.8,204,0
2588,1,299.0,308.7,1706,28.6,206,0
2589,1,299.0,308.7,2250,16.6,208,0
2590,1,299.0,308.7,1396,48.6,0,0
2591,1,298.9,308.6,1522,46.4,2,0
2592,1,298.9,308.6,1539,45.4,4,0
2593,0,298.9,308.5,1415,54.0,6,0
2594,1,298.8,308.5,1446,37.0,11,0
2595,2,298.8,308.6,1486,41.1,13,0
2596,1,299.0,308.7,1426,38.6,16,0
2597,1,299.0,308.7,1449,38.9,18,0
2598,1,299.1,308.8,1320,67.5,20,2
2599,2,299.2,308.9,1447,39.6,22,0
2600,1,299.3,309.0,1422,47.3,25,0
2601,1,299.3,309.1,1399,52.1,27,0
2602,1,299.4,309.2,1427,41.5,29,0
2603,2,299.3,309.2,1334,46.3,31,0
2604,2,299.3,309.1,1385,45.6,34,0
2605,1,299.4,309.2,1552,37.4,37,0
2606,0,299.4,309.3,1534,37.5,39,0
2607,1,299.4,309.3,1448,48.6,44,0
2608,1,299.5,309.3,1409,44.7,46,0
2609,1,299.4,309.2,1621,34.5,48,0
2610,0,299.4,309.1,1547,40.9,50,0
2611,1,299.4,309.1,1957,22.1,55,0
2612,1,299.4,309.1,2421,14.2,57,0
2613,2,299.3,309.1,1571,38.3,59,0
2614,1,299.3,309.1,1634,36.8,62,0
2615,1,299.3,309.0,1516,38.7,64,0
2616,1,299.4,309.1,1207,66.5,66,0
2617,1,299.4,309.1,1670,35.9,68,0
2618,2,299.4,309.1,1461,48.6,70,0
2619,1,299.4,309.2,1569,40.8,73,0
2620,1,299.4,309.2,1556,35.7,75,0
2621,2,299.5,309.3,1506,41.5,77,0
2622,2,299.6,309.4,1642,30.3,80,0
2623,2,299.6,309.4,1283,62.1,83,0
2624,0,299.7,309.5,1375,46.8,86,0
2625,1,299.7,309.4,1399,39.9,91,0
2626,1,299.7,309.4,1650,29.8,93,0
2627,2,299.8,309.6,1346,53.2,95,0
2628,0,299.9,309.6,1410,51.2,98,0
2629,1,300.0,309.7,1586,37.8,103,0
2630,1,300.0,309.8,1372,39.6,105,0
2631,0,300.0,309.7,1529,42.4,107,0
2632,2,300.0,309.7,1652,28.6,112,0
2633,1,300.1,309.8,1532,39.8,115,0
2634,1,300.0,309.7,1554,32.0,117,0
2635,0,299.9,309.6,1462,51.0,119,0
2636,1,299.9,309.6,1254,61.3,124,0
2637,1,299.9,309.6,1294,49.7,126,0
2638,1,299.8,309.5,1739,27.5,128,0
2639,2,299.8,309.4,1412,47.8,130,0
2640,2,299.9,309.5,1372,56.2,133,0
2641,0,299.8,309.5,1420,46.7,136,0
2642,1,299.8,309.5,1542,40.3,141,0
2643,2,299.8,309.4,1401,48.1,143,0
2644,1,299.8,309.4,1510,42.5,146,0
2645,0,299.9,309.5,1547,38.5,148,0
2646,2,299.8,309.5,1453,43.2,153,0
2647,1,299.8,309.4,1408,45.6,156,0
2648,1,299.8,309.4,1436,51.6,158,0
2649,2,299.9,309.5,1582,38.2,160,0
2650,1,299.9,309.6,1280,59.3,163,0
2651,1,299.9,309.5,2008,20.4,165,0
2652,1,299.9,309.5,1772,23.5,167,0
2653,1,299.9,309.5,1779,26.1,169,0
2654,1,299.9,309.5,1567,35.5,171,0
2655,2,299.8,309.4,1751,27.0,173,0
2656,1,299.9,309.5,1349,51.3,176,0
2657,2,300.0,309.5,1425,40.8,178,0
2658,1,300.0,309.4,1395,44.5,181,0
2659,0,299.8,309.3,1595,32.1,183,0
2660,1,299.8,309.3,1291,56.4,188,0
2661,2,299.9,309.4,1509,42.8,190,0
2662,2,299.9,309.4,1483,38.1,193,0
2663,1,299.9,309.3,1620,31.1,196,0
2664,2,299.9,309.4,1487,42.2,198,0
2665,1,299.8,309.4,2256,15.9,201,0
2666,0,299.7,309.2,1691,27.7,203,0
2667,2,299.8,309.3,1663,35.2,208,0
2668,2,299.8,309.3,1640,31.1,211,0
2669,0,299.7,309.3,1494,37.8,214,0
2670,1,299.8,309.4,1467,46.2,219,0
2671,2,299.7,309.3,1399,41.9,221,4
2672,1,299.7,309.3,1445,42.6,0,0
2673,1,299.8,309.4,1480,40.9,2,0
2674,1,299.7,309.3,1546,37.2,4,0
2675,1,299.7,309.3,1574,35.8,6,0
2676,1,299.7,309.3,1592,34.2,8,0
2677,1,299.8,309.5,1495,39.6,10,0
2678,1,299.8,309.6,1447,43.1,12,0
2679,1,299.8,309.5,1476,44.4,14,0
2680,1,299.8,309.5,1641,27.1,16,0
2681,1,299.8,309.5,1545,32.2,18,0
2682,2,299.9,309.6,1364,44.4,20,0
2683,1,299.8,309.5,1590,28.5,23,0
2684,1,299.8,309.4,1460,37.4,25,0
2685,1,299.8,309.4,1609,32.5,27,0
2686,1,299.8,309.4,1633,27.5,29,0
2687,1,299.9,309.4,1348,52.8,31,0
2688,1,299.9,309.4,1322,53.9,33,0
2689,1,300.0,309.5,1641,30.1,35,0
2690,1,300.0,309.5,1728,26.0,37,0
2691,1,300.0,309.6,1431,47.7,39,0
2692,1,300.1,309.7,1641,30.4,41,0
2693,2,300.1,309.6,1622,36.1,43,0
2694,2,300.1,309.6,1625,38.0,46,0
2695,1,300.0,309.5,1869,22.7,49,0
2696,1,300.0,309.6,1452,46.0,51,0
2697,1,300.0,309.6,1618,28.7,53,0
2698,1,300.0,309.4,2010,20.0,55,0
2699,1,299.9,309.4,1363,60.9,57,0
2700,1,299.9,309.3,1473,40.4,59,0
2701,1,299.9,309.2,1333,50.8,61,0
2702,1,299.8,309.2,1760,25.9,63,0
2703,2,299.8,309.2,1372,58.2,65,0
2704,2,299.7,309.2,1608,34.4,68,0
2705,1,299.7,309.2,1326,64.8,71,0
2706,2,299.6,309.1,1560,37.1,73,0
2707,2,299.6,309.0,1539,36.1,76,0
2708,1,299.6,309.1,2266,15.3,79,0
2709,1,299.6,309.1,1641,35.8,81,0
2710,1,299.6,309.1,1574,39.2,83,0
2711,1,299.6,309.1,1407,50.6,85,0
2712,0,299.7,309.2,1302,55.5,87,0
2713,2,299.6,309.2,1651,30.8,92,0
2714,2,299.6,309.1,1366,55.2,95,0
2715,2,299.5,309.0,1701,28.6,98,0
2716,1,299.5,309.0,1498,44.6,101,0
2717,2,299.5,309.1,1422,45.3,103,0
2718,1,299.5,309.1,1357,47.3,106,0
2719,1,299.5,309.2,1690,29.2,108,0
2720,1,299.6,309.2,1559,39.1,110,0
2721,2,299.6,309.3,1553,32.4,112,0
2722,1,299.6,309.3,1558,34.8,115,0
2723,1,299.7,309.4,1362,51.9,117,0
